customer_tweet_id,customer_text,customer_text_clean,brand_text,candidate_intent,gold_intent,label_notes
2909231,"I forgot to cancel my @115821 order for the @213709 Kiyo because it was on backorder for so long...
Guess I'm getting a new webcam in a few days.",I forgot to cancel my order for the Kiyo because it was on backorder for so long... Guess I'm getting a new webcam in a few days.,"@805448 Hi! If you decide not to keep your webcam, you can always set up a return here: https://t.co/Y5jpI9gRhE Let us know if you have any questions! ^DA",cancellation_change,wrong_damaged_item,
105134,Dear @115830 @AmazonHelp .... woke up this morning and this is how I feel.... why why why did your delivery guy steal my phone... 😭😭😭 https://t.co/rgmaz6j6DL,Dear .... woke up this morning and this is how I feel.... why why why did your delivery guy steal my phone... 😭😭😭,"@139221 Hi, have you had any updates from us regarding this? ^BZ",payment_billing,delivery_issue,
2816293,@AmazonHelp ordered a JBL CHARGE3 on Black Friday. Unplugged it the first time it does this help!  @164902 maybe you can help too?  I don’t want a return just a new cord. https://t.co/UbEAakQCcI,ordered a JBL CHARGE3 on Black Friday. Unplugged it the first time it does this help! maybe you can help too? I don’t want a return just a new cord.,@547100 So sorry for the trouble! We're here to help! Have you had the chance to look into available options here: https://t.co/eVeMpO7mHH? ^VB,return_refund,other,
694447,"@115821 Dear amazon, I was about to buy a product with you and when I checked it out I suddenly, without any consentment had amazon premium activated. My question is, can I cancell it now and avoid d premium charge next month? Or anytime if I'm not satisfied? thank you","Dear amazon, I was about to buy a product with you and when I checked it out I suddenly, without any consentment had amazon premium activated. My question is, can I cancell it now and avoid d premium charge next month? Or anytime if I'm not satisfied? thank you","@138679 Hello Oihane, yes, if you do not want to continue with the Amazon Prime subscription, you can cancel it anytime you want, here: https://t.co/MGmTl9DRE1, and you will not be charged. Hope this helps! ^LG",cancellation_change,prime_membership,Customer says Prime was activated without consent and asks about cancellation.
158841,@115850 Your app is crashing when i perform some task I tried more then one time same issue happining its bug in your app.....I found it. https://t.co/UV2Yj8Xe5n,Your app is crashing when i perform some task I tried more then one time same issue happining its bug in your app.....I found it.,@484991 That's odd. We haven't seen any other reports as such. Kindly try uninstalling and re-installing the app. ^MS,technical_issue,technical_issue,Customer reports the Amazon app is crashing.
274716,@115850 why not add Kannada movies into Prime Video?,why not add Kannada movies into Prime Video?,@181632 Regional content is an integral part of our content in India. Please stay tuned as we expand our content selection. ^VM,prime_membership,prime_membership,Customer asks about content availability in Prime Video.
2301535,@AmazonHelp wieso kann ich mich auf meinem Acc. nicht mehr einloggen? Trotz Passwortwechsel steht bei jeder Eingabe „falsches Passwort“.,wieso kann ich mich auf meinem Acc. nicht mehr einloggen? Trotz Passwortwechsel steht bei jeder Eingabe „falsches Passwort“.,@416673 Hast du es auch schon über ein anderes Gerät versucht? Ansonsten bitte hier melden: https://t.co/UIOLAGojPo Gruß ^TA,other,account_access,Customer cannot log in despite changing their password.
2943213,"@AmazonHelp j'ai commandé un colis, choisis un point de collecte, qui a été modifié et on me demande un code pour y accéder, que nous n'avons pas.
Le conseiller après 35 min d'attente nous dit que le nécessaire sera fait dans la ""journée""","j'ai commandé un colis, choisis un point de collecte, qui a été modifié et on me demande un code pour y accéder, que nous n'avons pas. Le conseiller après 35 min d'attente nous dit que le nécessaire sera fait dans la ""journée""","@813115 Je suis désolé pour ce désagrément, Normalement vous pouvez récuperer votre colis avec votre Carte d'identité, est ce qu'il s'agit de Amazon locker?
^YL",other,delivery_issue,
277160,"Thank you @115830. As a co, you truly excelled this week. Great customer service &amp; a quick,efficient resolution to damaged goods,well done","Thank you . As a co, you truly excelled this week. Great customer service and a quick,efficient resolution to damaged goods,well done","@182221 Aw yay! While it's horrible that something went wrong, I'm delighted that we could help :) ^RL",wrong_damaged_item,wrong_damaged_item,Message praises quick resolution of damaged goods.
2829573,"@AmazonHelp Das große Packet mit DHL hab ich bekommen, aber die kleinen lagen vor der Tür, ein Wunder, dass die nicht geklaut worden sind! Beschwerde beim Support wurde gemacht. Und bitte sagt euren Boten, dass man in Berlin nichts einfach so ins Treppenhaus/auf die Flure stellen kann.","Das große Packet mit DHL hab ich bekommen, aber die kleinen lagen vor der Tür, ein Wunder, dass die nicht geklaut worden sind! Beschwerde beim Support wurde gemacht. Und bitte sagt euren Boten, dass man in Berlin nichts einfach so ins Treppenhaus/auf die Flure stellen kann.",@787955 Danke für dein Feedback! ^AW,customer_service,customer_service,
179843,@AmazonHelp @115850 you failed in prime service for which i paid 80 Rs extra. Please credit that amount in my respective account.,you failed in prime service for which i paid 80 Rs extra. Please credit that amount in my respective account.,@158345 I understand your concern. Please wait while we work on your issue. We'll get back to you accordingly. ^ST,account_access,delivery_issue,Customer complains about failed Prime delivery and requests a credit.
490385,@AmazonHelp Oui. Et ils l'ont fait… en oubliant des vendeurs.,Oui. Et ils l'ont fait… en oubliant des vendeurs.,@231824 Nos clients ont la possibilité de demander des factures auprès des vendeurs. Les messages ne sont pas filtrés. Je suis désolée d'apprendre que vous rencontrez un souci pour faire la demande. Je vous invite donc à relancer notre SAV pour les factures manquantes.,other,delivery_issue,
1241745,"@AmazonHelp Prime offers free ""2 Day"" at its discrimination. Certainly not how it used to be.","Prime offers free ""2 Day"" at its discrimination. Certainly not how it used to be.",@411283 shipping rates here: https://t.co/NmqUYl3dGD We hope this helps! ^HC (2/2),prime_membership,other,
1568181,@AmazonHelp Hmm. Der 05.11 und es wurde nichts versendet. Hoffen wir mal das die Xbox One X heute versendet wird und pünktlich zum Release bei mir ankommt. Denn sonst wird es seeehr knapp,Hmm. Der 05.11 und es wurde nichts versendet. Hoffen wir mal das die Xbox One X heute versendet wird und pünktlich zum Release bei mir ankommt. Denn sonst wird es seeehr knapp,@483870 Auch heute sind wir fleißig! :-) Also gib die Hoffnung nicht auf! Schönen Sonntag! ^AK,technical_issue,delivery_issue,
2780495,@AmazonHelp It says everything has been deliver yesterday but nothing was delivered,It says everything has been deliver yesterday but nothing was delivered,@776586 Here are some tips to help you locate your order: https://t.co/VeIibSQOfD Keep us posted. ^CO,delivery_issue,delivery_issue,Account says delivered but customer received nothing.
2346213,"@AmazonHelp If you don't why accept the return this is really very disappointing to say like this , really pathetic of you having courier like @149473 then asking customer to self return , you should check it before committing to customers","If you don't why accept the return this is really very disappointing to say like this , really pathetic of you having courier like then asking customer to self return , you should check it before committing to customers","@261125 The information we provided earlier is the best we can offer, we cannot provide any further insight on this. ^MD",technical_issue,customer_service,
1875639,@115830 I accidnetly ordered a kindle version instead of an actual book is there a way to cancel it ?,I accidnetly ordered a kindle version instead of an actual book is there a way to cancel it ?,@479657 Please reach us here:  https://t.co/JzP7hlA23B ^CD,technical_issue,cancellation_change,Customer accidentally ordered Kindle version and wants to cancel.
2779149,Hey @115821 @119356 The order never reached for me to accept or cancel. Your delivery boy didn't make it to the address by 8 pm. This is dirty tactic. What do I take prime membership for? #deliveryrejected #amazonindia #latedelivery https://t.co/p2faquGae9,Hey The order never reached for me to accept or cancel. Your delivery boy didn't make it to the address by 8 pm. This is dirty tactic. What do I take prime membership for? #deliveryrejected #amazonindia #latedelivery,@776279 Apologies for the unpleasant experience. Please report this to our support team here:  https://t.co/rS49hgaADF so that we can assist you accordingly. ^MN,cancellation_change,delivery_issue,
2470963,@AmazonHelp Pourriez vous transmettre à vos collègues? J'avoue que votre incompétence me fatigue.,Pourriez vous transmettre à vos collègues? J'avoue que votre incompétence me fatigue.,@706743 Vous pouvez contacter notre SAV via le lien suivant : https://t.co/hgIrz98cdI afin d'avoir plus d'informations. ^FA,other,customer_service,Customer complains about incompetence/support quality.
1042257,@AmazonHelp @115851  Then you told me that please complaint in local police station is this your service if one return the item multiple times,Then you told me that please complaint in local police station is this your service if one return the item multiple times,"@297523 Apologies for the unpleasant experience, I'll be sure to forward this as a feedback internally. ^AG",return_refund,customer_service,
2345453,@AmazonHelp Can I DM order number?,Can I DM order number?,@484725 Sorry for this wait. We aren't able to view account or order info via Twitter. We can accept DMs if you'd like to discuss things there. ^DO https://t.co/1XyLaGkcaN,order_issue,order_issue,Customer asks whether they can send an order number by direct message.
2061568,Grr. @115821 doing it again. I’ve been tricked into signing up for prime even tho I DONT WANT IT because before you can purchase they put up a screen which makes it near impossible to figure out how 2 move on w/out clicking prime option. And I can’t figure out how 2 cancel it now,Grr. doing it again. I’ve been tricked into signing up for prime even tho I DONT WANT IT because before you can purchase they put up a screen which makes it near impossible to figure out how 2 move on w/out clicking prime option. And I can’t figure out how 2 cancel it now,"@609701 We can help! You can visit this page: https://t.co/qx9TyPoYqD for more info on cancelling Prime. If you have the trial, cancelling will keep you from getting charged, but you'll keep the benefits until the end of the 30 days. ^LB",order_issue,prime_membership,Customer was pushed into Prime and wants to cancel the membership.
459989,"@AmazonHelp I️ want to find out why I️ was lied to, and why I️ paid for prime and my package changed dates on me? And if it’ll even get here then","I️ want to find out why I️ was lied to, and why I️ paid for prime and my package changed dates on me? And if it’ll even get here then",@224297 I understand your frustration. Did we give a reason for the delay? Who is the carrier for your order? They will be listed here: https://t.co/Y5jpI9gRhE ^SK,delivery_issue,other,
794452,@AmazonHelp I reordered the items I cancelled (minus a 6 dollar headband) but how long will it take for the 40 dollars that never should have been taken out to be put back in??,I reordered the items I cancelled (minus a 6 dollar headband) but how long will it take for the 40 dollars that never should have been taken out to be put back in??,"@309424 If you canceled the order, you may be seeing an authorization. Learn more about authorizations: https://t.co/7KLTdroFPQ ^JE",cancellation_change,delivery_issue,
2291086,"@128308 voice search doesn't search content from other apps and it's frustrating to type with remote to find something.
Please help.",voice search doesn't search content from other apps and it's frustrating to type with remote to find something. Please help.,@665459 I'm sorry about the situation. Kindly connect with us via https://t.co/KGw598bWlt we'll check this for you. ^SG,technical_issue,technical_issue,Voice search does not search content from other apps.
2436396,@AmazonHelp I cont rechargeing  any number. I m getting problem. please solve it https://t.co/8CG3liATI6,I cont rechargeing any number. I m getting problem. please solve it,"@456024 Oh, that's unusual! We'd like to look into this, kindly connect with us here: https://t.co/vlvfJr4nN9 ^KH",payment_billing,customer_service,
2960477,@AmazonHelp @119356 so the product delivery got cancelled dis mrng..no contact made nothing..great job Amazon India https://t.co/MJ7rGeirOX,so the product delivery got cancelled dis mrng..no contact made nothing..great job Amazon India,"@813634 As you've confirmed sharing your details, you should've received an email from our team. Please check it using this link here: https://t.co/NTkrxpsbHJ ^KA",cancellation_change,delivery_issue,
2485586,@AmazonHelp my order keeps saying my order payment is a problem then I fix it then it pops up again I even did one day shipping on Sunday and it still hasn’t shipped!,my order keeps saying my order payment is a problem then I fix it then it pops up again I even did one day shipping on Sunday and it still hasn’t shipped!,@710007 I'm sorry for the trouble with your order. A charge can fail for many reasons. Reaching out to your issuing bank to ask about their restrictions regarding electronic or Internet purchases may be best. ^KP,payment_billing,payment_billing,Customer repeatedly encounters a payment problem.
2832929,@115821 I just had a coffee maker in my cart and now I can't get it to stay there. What happened?,I just had a coffee maker in my cart and now I can't get it to stay there. What happened?,"@788676 I'm sorry for the trouble, Vicki! Are you receiving any error messages when you attempt to add it to your cart? Please let us know! We're here to help. ^TG",technical_issue,technical_issue,
454584,"@AmazonHelp I just tried it, but does that mean I have to try those features again? One of them (shipment notifications) I've been using my entire time with prime","I just tried it, but does that mean I have to try those features again? One of them (shipment notifications) I've been using my entire time with prime","@222879 It may reset the settings when you remove the app. After you have reinstalled it, double check to make sure the settings shown here are enabled: https://t.co/H5zPwzTykU. Let us know how this helps! ^MB",prime_membership,customer_service,
1731611,@115830 @AmazonHelp Can't get into my account. Password reset email code not being received inbox or spam. Help please.,Can't get into my account. Password reset email code not being received inbox or spam. Help please.,@146127 Can you contact us here: https://t.co/zYVX1Qi29G? ^MC,account_access,account_access,Customer cannot access account because password reset email is not received.
445556,@120533 @120535 @132988 Que tu dois recevoir ton colis le 22 novembre et qu’à 11h il est toujours bloqué dans leur entrepôt et qu’on te dit « patientez jusqu’à 19h sinon rappelez-nous » https://t.co/Nil5ZcLRBo,Que tu dois recevoir ton colis le 22 novembre et qu’à 11h il est toujours bloqué dans leur entrepôt et qu’on te dit « patientez jusqu’à 19h sinon rappelez-nous »,"@219971 Bonjour, rencontrez-vous un problème de livraison avec ces deux transporteurs?^FT",technical_issue,delivery_issue,
820093,i am very happy with amazon customer service.Amazon is lub😍❤.Best service i have seen in marketing sites.@115850 @119356 @115821,i am very happy with amazon customer service.Amazon is lub😍❤.Best service i have seen in marketing sites.,@315354 We love you too 😍 We do our best to delight our customers. What have you grabbed this sale? ^SQ,customer_service,other,
156775,"@AmazonHelp I ordered call of duty on ps4 yesterday, but my little brother came on and cancelled my order and is no longer in stock!! Any help please","I ordered call of duty on ps4 yesterday, but my little brother came on and cancelled my order and is no longer in stock!! Any help please","@152003 I'm sorry, once an order has been canceled it can't be reinstated. ^SB",cancellation_change,cancellation_change,Customer's brother cancelled the order and customer wants help.
2302564,"@AmazonHelp I'm on the phone with your support, and they're doing literally nothing other than telling me my order will now come 5 days after I ordered it...despite multiple emails confirming I'd get it in 2.","I'm on the phone with your support, and they're doing literally nothing other than telling me my order will now come 5 days after I ordered it...despite multiple emails confirming I'd get it in 2.","@410046 I certainly understand your frustration! Just to confirm, what was the delivery date given to you in your order confirmation email? You can also see this date listed here: https://t.co/Y5jpI9gRhE. ^HC",order_issue,delivery_issue,Customer is being told their order will arrive five days late.
2271570,@AmazonHelp what the hell is this supposed to mean? https://t.co/LH3EO8sDj7,what the hell is this supposed to mean?,@660874 Did you recently purchase an item from one of our marketplace sellers? It sounds like they're making sure you are satisfied.^WJ,other,customer_service,
2332786,@AmazonHelp I have 2 packages that need to be returned by October 21st... does that mean the day I drop them off or day they arrive?,I have 2 packages that need to be returned by October 21st... does that mean the day I drop them off or day they arrive?,@470951 We need to receive your return of the original item(s) within 30 days of setting up the return. ^EP,return_refund,delivery_issue,
670428,@AmazonHelp  DEAR I DID'T RECEIVE MY ORDER YET. THE COURIER AGENT AT SURAT NOT GOOD.,DEAR I DID'T RECEIVE MY ORDER YET. THE COURIER AGENT AT SURAT NOT GOOD.,@145396 Apologies for the delivery issues. We'd like to have a closer look on this. Please contact our support team here: https://t.co/vlvfJr4nN9. ^BS,delivery_issue,delivery_issue,
2400085,@AmazonHelp @115821 Representatives from ur side are dumb and know nothing. Only lying and misguiding,Representatives from ur side are dumb and know nothing. Only lying and misguiding,@690600 I'm sorry about the delay. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,customer_service,customer_service,Complaint is about representatives giving poor and misleading support.
2039599,@AmazonHelp So can you return Amazon purchases to Whole Foods or not?,So can you return Amazon purchases to Whole Foods or not?,"@603066 Yes, Amazon Lockers will be available in select Whole Foods for pick-ups and returns. Learn more here: https://t.co/Y4RLFBNwSU ^TH",return_refund,return_refund,Customer asks about returning Amazon purchases to Whole Foods.
1868767,"Another @115830 customer let down re #GranTurismo release.Preorder means game arrives on release day,not an email saying you don't have it","Another customer let down re #GranTurismo release.Preorder means game arrives on release day,not an email saying you don't have it",@558207 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM,cancellation_change,wrong_damaged_item,
713767,@AmazonHelp @UPSHelp Have this thing called a job and won't be able to sign all three days before they return to seller. Just want to pick up at store,Have this thing called a job and won't be able to sign all three days before they return to seller. Just want to pick up at store,"@290726 I'm sorry for the delivery issues! When you spoke to UPS, what insight or options did they provide? ^WT",return_refund,delivery_issue,
442813,@AmazonHelp I can't find the original email at the second since it was placed in july  but I'm also certain the original delivery should of been today if there was one at all since it was a preorder? currently Not yet dispatched,I can't find the original email at the second since it was placed in july but I'm also certain the original delivery should of been today if there was one at all since it was a preorder? currently Not yet dispatched,@219963 Could you please confirm what the current delivery estimate is? ^BD,cancellation_change,delivery_issue,Preordered item has not been dispatched.
1234089,@AmazonHelp What you are talking I am not understanding You doesn't helped me I am asking about invoice issue and delivery charges you doesn't know the history and you are talking,What you are talking I am not understanding You doesn't helped me I am asking about invoice issue and delivery charges you doesn't know the history and you are talking,@391228 I get your disappointment. Please add your insight by writing back to the e-mail sent by our team. We'll reply to the same. ^MP,delivery_issue,delivery_issue,
565840,I’ve bought some things from @115821 over the years. Tried to buy a dishwasher from @116316 2 dishwashers both damaged on arrival. 5euro gesture of goodwill a bit lame 😒,I’ve bought some things from over the years. Tried to buy a dishwasher from 2 dishwashers both damaged on arrival. 5euro gesture of goodwill a bit lame 😒,@252629 I am sorry that you have made this experience. Have you already get an undamaged one? Kind regards ^NW,wrong_damaged_item,wrong_damaged_item,Two dishwashers arrived damaged.
1350011,@AmazonHelp How come you decided to cancel my primenow order 4 hours after it was ordered? Takes the piss.,How come you decided to cancel my primenow order 4 hours after it was ordered? Takes the piss.,"@434817 Oh no! I'm sorry that your order was canceled, Callum! Did we email you with explaination? Please be sure to check your Spam or Junk folders.  You can also visit our Message Center here:https://t.co/S6IgyiJM8t for E-mails from us! ^FR",order_issue,cancellation_change,Customer's PrimeNow order was cancelled.
644804,"@115830 I ordered something from you and it's arrived damaged. I'm not sure who to contact, when I tried to leave a review with photos it wouldn't let me. U would like someone to contact me regarding this issue please","I ordered something from you and it's arrived damaged. I'm not sure who to contact, when I tried to leave a review with photos it wouldn't let me. U would like someone to contact me regarding this issue please","@273040 I'm so sorry about this damaged order, Annabelle! You can view available resolution options for this here: https://t.co/jeTDsiJ59V. Otherwise, we're always happy to help via phone or chat here: https://t.co/JzP7hlA23B. Please keep us posted! ^SD",wrong_damaged_item,wrong_damaged_item,Customer reports an item arrived damaged.
1313050,@115821 @115851 73 minutes on the phone with customer support and all that was accomplished was the rep promising that a return label will be created for an item that has not been delivered. I will never get that time back.,73 minutes on the phone with customer support and all that was accomplished was the rep promising that a return label will be created for an item that has not been delivered. I will never get that time back.,"@426335 Hi, sorry to hear that. Has your order been delayed: https://t.co/Y5jpI9gRhE? ^JJ",customer_service,delivery_issue,
476084,So I was right and the laptop I ordered from @115830 wasn't the model I ordered and wasn't new. The marketplace seller has offered to pay for return (how kind) but I need to go drop it of. Hang on - you provide me with a faulty product but I need to go drop it off??? #noway,So I was right and the laptop I ordered from wasn't the model I ordered and wasn't new. The marketplace seller has offered to pay for return (how kind) but I need to go drop it of. Hang on - you provide me with a faulty product but I need to go drop it off??? #noway,"@228170 I am sorry to hear this Annette. Can I ask, have you requested a collection from the seller please? You can find more info on this here: https://t.co/HDYqc81XdO.^GA",order_issue,wrong_damaged_item,Customer received the wrong/faulty product.
2096184,@115850 Thanks for making this Diwali memorable bought many items from during #GreatIndianSale Thanks @115850,Thanks for making this Diwali memorable bought many items from during #GreatIndianSale Thanks,@619284 You're welcome. Wish you a Happy Diwali. ^SH,other,customer_service,
2913209,Very impressed with @115830's customer service. Rang them up about my missing item and all was resolved within 5 minutes! Quickest service ever!,Very impressed with 's customer service. Rang them up about my missing item and all was resolved within 5 minutes! Quickest service ever!,"@806455 Hello, Maria. Thanks for reaching out to us today. Glad we were able to resolve your issue for you. Please let us know if there's anything else we can do to assist.  ^FJ",wrong_damaged_item,customer_service,Customer praises fast customer service resolution.
2288832,"@AmazonHelp Nope no email. Your app still says it's ""On its way"" when I go to track it.","Nope no email. Your app still says it's ""On its way"" when I go to track it.","@664960 Have you reached out to us to investigate the parcel's status further: https://t.co/Q7Ftz6nj80? If so, what information or options were provided? ^ST",technical_issue,delivery_issue,
737068,"@115850 Same product purchased, claims 1yr of warranty, but neither boat nor amazon addresses the problem when the product is  defective.","Same product purchased, claims 1yr of warranty, but neither boat nor amazon addresses the problem when the product is defective.",@428660 We've responded to your query here: https://t.co/KIwtbCoh7O ^SF,order_issue,wrong_damaged_item,Customer reports a defective product.
49917,"@121284 I got my dot today, but prime member is not active. How do I activate it.
Can't play songs from Saavn on dot.","I got my dot today, but prime member is not active. How do I activate it. Can't play songs from Saavn on dot.",@127180 Sorry for the trouble with membership. We'd like to take a closer look. Please connect with us here: https://t.co/TdDksLo6Mf. ^HD,prime_membership,prime_membership,Customer asks about activating Prime membership.
780307,"@115821 refund amount Rs.1,647 and amount refunded Rs.549. Does it sounds good!! https://t.co/TpCwa6pn1Y","refund amount Rs.1,647 and amount refunded Rs.549. Does it sounds good!!",@182215 Kindly report it to our support team here: https://t.co/vlvfJr4nN9. We'll have it checked. ^GS,return_refund,return_refund,Customer received only part of the expected refund.
153712,@116928 menuda verguenza. Cancelais pedidos y bloqueais cuentas sin avisar antes al cliente y el numero que dais de att al cliente ni existe. Vaya trato al cliente,menuda verguenza. Cancelais pedidos y bloqueais cuentas sin avisar antes al cliente y el numero que dais de att al cliente ni existe. Vaya trato al cliente,"@151189 Hola Kent, lamentamos mucho las molestias. ¿Has recibido algún correo electrónico de los especialistas en cuentas con instrucciones para recuperar tu acceso? ^LG",cancellation_change,customer_service,
1177690,"@115850 Providing offer but the delivery agent don't even know what cash load even is. Hence, customers not enjoying the feedback. https://t.co/EU7vZjOhQv","Providing offer but the delivery agent don't even know what cash load even is. Hence, customers not enjoying the feedback.",@396992 Apologies for the inconvenience. Please report this to our support center here: https://t.co/vlvfJr4nN9 and we'll check this. ^JS,payment_billing,delivery_issue,
1186506,@AmazonHelp Why are all items with 2 business day prime shipping showing as delivery on 10/31 if ordered today? That’s 5 business days.,Why are all items with 2 business day prime shipping showing as delivery on 10/31 if ordered today? That’s 5 business days.,"@399000 (2/2) Depending on availability and other factors, some orders may take extra time to process. More info: https://t.co/dcBTt8jaI9 ^WT",prime_membership,delivery_issue,
2017585,What has been wrong with Amazon lately? Shipments going out late and now I got an email about my package being lost or damaged but stranger they want me to contact them about it. https://t.co/oTRhZEjfNY,What has been wrong with Amazon lately? Shipments going out late and now I got an email about my package being lost or damaged but stranger they want me to contact them about it.,"@596668 Hi Amelia, are you currently waiting on an order? ^RS",wrong_damaged_item,delivery_issue,Shipment was late and package was reported lost or damaged.
1327699,@AmazonHelp Preparing for Dispatch but it keeps saying that &amp; then coming up as ‘Payment Revision’ shortly after so just checking if that’s right now?,Preparing for Dispatch but it keeps saying that and then coming up as ‘Payment Revision’ shortly after so just checking if that’s right now?,"@289102 It's not uncommon for the first couple of authorisations to fail. After updating the info, everything should go through. ^ZW",payment_billing,payment_billing,Order repeatedly switches to Payment Revision.
600321,@AmazonHelp Yesterday and the other item today. Just spoken to customer service and they have no idea when I will get my items. What do I pay Amazon prime for?,Yesterday and the other item today. Just spoken to customer service and they have no idea when I will get my items. What do I pay Amazon prime for?,@262371 What is the current tracking status on the order: https://t.co/Y5jpI9gRhE? ^JF,prime_membership,delivery_issue,Items arrived late despite Prime membership.
1516281,@116090. can't sign in due to forgotten password. Reset password does not work via web or customer service. How does one purchase?,. can't sign in due to forgotten password. Reset password does not work via web or customer service. How does one purchase?,@471803 Our live customer service could check if password recovery is available. Please try us again: https://t.co/Q7Ftz6nj80 ^MJ,customer_service,account_access,Customer forgot password and cannot sign in.
780620,@AmazonHelp @115850 I want compensation for cancelling my Order # 405-0487010-7723553.,I want compensation for cancelling my Order # 405-0487010-7723553.,"@306380 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ",cancellation_change,other,
285084,@115821.de 2/2...dann darauf hinweisen ich könne die Artikelbestellung online prüfen - #wiedenn ?! #Amazon,.de 2/2...dann darauf hinweisen ich könne die Artikelbestellung online prüfen - #wiedenn ?! #Amazon,@183920 Das schließt sich wirklich gegenseitig aus. Hast du schon mit dem Kundenservice geredet? ^AN,other,delivery_issue,
1380915,"@AmazonHelp In that case, then u Shud not put that product in the prime category. Right.? I enabled the prime button &amp; then checked.","In that case, then u Shud not put that product in the prime category. Right.? I enabled the prime button and then checked.",@441427 The exact delivery estimates would be displayed at check-out before placing an order. Appreciate your understanding. ^GK,prime_membership,other,
2756762,@AmazonHelp Your executive said that it will be picked up on 27th,Your executive said that it will be picked up on 27th,@771541 Sorry to know that the pick up is still pending. We'd like to take a closer look at this and help you. Kindly share your details here: https://t.co/beaaDm0muc and we'll get back to you soon with an update. ^SY,other,delivery_issue,Customer is asking about the promised pickup date.
2418748,@AmazonHelp Hi - You guys charged my Mom's CC for 2 months of a Kindle subscription on my account. I didn't even know I was signed up for that in the first place. Seems sneaky. Can you pls fix this.,Hi - You guys charged my Mom's CC for 2 months of a Kindle subscription on my account. I didn't even know I was signed up for that in the first place. Seems sneaky. Can you pls fix this.,"@196823 I'm sorry for any troubles caused, Jennifer! We'd like to take a look into these charges and available options with you. For further assistance, please reach out to us here: https://t.co/hApLpMlfHN ^TH",account_access,payment_billing,Customer was charged for an unwanted Kindle subscription.
2497421,"@115850 i have ordered BAJAJrexmixer but it is not delivered , my call is blocked , may i know the reason? Plz call immediately 9739607711","i have ordered BAJAJrexmixer but it is not delivered , my call is blocked , may i know the reason? Plz call immediately 9739607711","@712660 Please don't provide your account details, we consider it personal information. Our Twitter page is visible to public. ^AK3/3",account_access,delivery_issue,
1499890,"@115850 Used the Trimmer i ordered today, damaged my switch board cos the quality of 3 pin ws bad, Costed me more money 2 fix it. Nt happy","Used the Trimmer i ordered today, damaged my switch board cos the quality of 3 pin ws bad, Costed me more money 2 fix it. Nt happy",@219966 Please contact us here: https://t.co/vlvfJr4nN9 so we can assist you. (2/2) ^PJ,wrong_damaged_item,wrong_damaged_item,Customer reports a defective/dangerous product.
2960563,"My third year in a row ordering all my holiday presents from @115821 - It's getting worse each year. Orders always screwed up, wrong items sent, damaged, etc.  It's my last year ordering anything from Amazon. I will be going back to traditional shopping at the store.","My third year in a row ordering all my holiday presents from - It's getting worse each year. Orders always screwed up, wrong items sent, damaged, etc. It's my last year ordering anything from Amazon. I will be going back to traditional shopping at the store.",@817069 I'm sorry for the poor experience you've had with us! We'd like to make sure you're taken care of. Is there a current order you're experiencing issues with? ^AR,wrong_damaged_item,customer_service,
2534533,@AmazonHelp hi i have bought 2 items this week that stated free uk delivery.However both purchases have been cancelled as the sellers state the don't post to my area.I have checked the map and i don't live in the North Pole its Scotland which the last time i checked is in the UK,hi i have bought 2 items this week that stated free uk delivery.However both purchases have been cancelled as the sellers state the don't post to my area.I have checked the map and i don't live in the North Pole its Scotland which the last time i checked is in the UK,"@721146 Apologies Stuart, did you check the seller's policy prior to making the order? ^BD",order_issue,delivery_issue,Orders were cancelled because sellers would not deliver to the customer's area.
2883304,"@AmazonHelp On the contact option it said 'call me' whereby I entered my phone number and received a phone call from Dublin, which isn't in the U.K. There was no apparent option to contact a customer service team over phone other than the one I've just mentioned.","On the contact option it said 'call me' whereby I entered my phone number and received a phone call from Dublin, which isn't in the U.K. There was no apparent option to contact a customer service team over phone other than the one I've just mentioned.","@799907 We don't have account or order access via Twitter, but we'd certainly like to take feedback and explore any options we may have. Reach us via chat: https://t.co/JzP7hlA23B Let us know if we can still help! ^MW (2/2)",technical_issue,customer_service,Customer is asking about how to contact customer service.
1128040,@AmazonHelp Your App doesn't let me connect with customer care. It says 'unable to find order'. Please connect me to customer care.,Your App doesn't let me connect with customer care. It says 'unable to find order'. Please connect me to customer care.,@385944 You can contact us by selecting the option by going to the next section and then reach out to us via phone. ^KS,technical_issue,customer_service,Customer wants to be connected to customer care.
1376403,@AmazonHelp While we are talking. I have a confession. I am a prime addict. Is there a 12 step program?,While we are talking. I have a confession. I am a prime addict. Is there a 12 step program?,@440415 I'm glad to hear you're such a loyal customer! We do offer Amazon Allowance for easy budgeting: https://t.co/f5Lzwp7DMh 😃 ^JR,prime_membership,prime_membership,Customer is joking about being addicted to Prime.
2238595,@115850 very poor services of amazon india. No replacement even after one month. Pathetic @AmazonHelp https://t.co/CDDpSeP96A,very poor services of amazon india. No replacement even after one month. Pathetic,@652739 Apologies for the damaged product. Have you reported this to our support team here: https://t.co/rS49hgaADF? ^MN,other,other,
